Timestamp,Temperature_C,Humidity_Percent
2025-07-24 01:18:45,27.6,74.0
2025-07-24 01:18:47,27.6,74.0
2025-07-24 01:18:49,27.6,74.0
2025-07-24 01:18:51,27.6,74.0
2025-07-24 01:18:53,27.6,74.0
2025-07-24 01:18:56,27.6,74.0
2025-07-24 01:18:57,27.6,74.0
2025-07-24 01:18:59,27.6,74.0
2025-07-24 01:19:01,27.6,74.0
2025-07-24 01:19:03,27.6,74.0
2025-07-24 01:19:06,27.6,74.0
2025-07-24 01:19:08,27.6,74.0
2025-07-24 01:19:10,27.6,74.0
2025-07-24 01:19:12,27.6,74.0
2025-07-24 01:19:14,27.6,74.0
2025-07-24 01:19:16,27.6,74.0
2025-07-24 01:19:18,27.6,74.0
2025-07-24 01:19:20,27.6,74.0
2025-07-24 01:19:22,27.6,74.0
2025-07-24 01:19:24,27.6,74.0
2025-07-24 01:19:26,27.6,74.0
2025-07-24 01:19:28,27.6,74.0
2025-07-24 01:19:30,27.6,74.0
2025-07-24 01:19:32,27.6,74.0
2025-07-24 01:19:34,27.6,74.0
2025-07-24 01:19:36,27.6,74.0
2025-07-24 01:19:38,27.6,74.0
2025-07-24 01:19:40,27.6,74.0
2025-07-24 01:19:42,27.6,74.0
2025-07-24 01:19:44,27.6,74.0
2025-07-24 01:19:46,27.6,74.0
2025-07-24 01:19:48,27.6,74.0
2025-07-24 01:19:50,27.6,74.0
2025-07-24 01:19:52,27.6,74.0
2025-07-24 01:19:54,27.6,74.0
2025-07-24 01:19:56,27.6,74.0
2025-07-24 01:19:58,27.6,74.0
2025-07-24 01:20:00,27.6,74.0
2025-07-24 01:20:02,27.6,74.0
2025-07-24 01:20:04,27.6,74.0
2025-07-24 01:20:06,27.6,74.0
2025-07-24 01:20:08,27.6,74.0
2025-07-24 01:20:10,27.6,74.0
2025-07-24 01:20:12,27.6,74.0
2025-07-24 01:20:14,27.6,74.0
2025-07-24 01:20:16,27.6,74.0
2025-07-24 01:20:18,27.6,74.0
2025-07-24 01:20:21,27.6,74.0
2025-07-24 01:20:23,27.6,74.0
2025-07-24 01:20:25,27.6,74.0
2025-07-24 01:20:27,27.6,74.0
2025-07-24 01:20:29,27.6,74.0
2025-07-24 01:20:31,27.6,74.0
2025-07-24 01:20:33,27.6,74.0
2025-07-24 01:20:35,27.6,74.0
2025-07-24 01:20:37,27.6,74.0
2025-07-24 01:20:39,27.6,74.0
2025-07-24 01:20:41,27.6,74.0
2025-07-24 01:20:43,27.6,74.0
2025-07-24 01:20:54,27.60,74.00
2025-07-24 01:20:56,27.60,73.00
2025-07-24 01:20:58,27.60,73.00
2025-07-24 01:21:00,27.60,74.00
2025-07-24 01:21:02,27.60,74.00
2025-07-24 01:21:04,27.60,74.00
2025-07-24 01:21:06,27.60,74.00
2025-07-24 01:21:08,27.60,74.00
2025-07-24 01:21:10,27.60,74.00
2025-07-24 01:21:12,27.60,73.00
2025-07-24 01:21:14,27.60,73.00
2025-07-24 01:21:16,27.60,73.00
2025-07-24 01:21:18,27.60,73.00
2025-07-24 01:21:20,27.60,73.00
2025-07-24 01:21:22,27.60,73.00
2025-07-24 01:21:24,27.60,74.00
2025-07-24 01:21:26,27.60,74.00
2025-07-24 01:21:29,27.60,73.00
2025-07-24 01:21:31,27.60,73.00
2025-07-24 01:21:33,27.60,74.00
2025-07-24 01:21:35,27.60,73.00
2025-07-24 01:21:37,27.60,73.00
2025-07-24 01:21:39,27.60,73.00
2025-07-24 01:21:41,27.60,73.00
2025-07-24 01:21:43,27.60,73.00
2025-07-24 01:21:45,27.60,73.00
2025-07-24 01:21:47,27.60,73.00
2025-07-24 01:21:49,27.60,73.00
2025-07-24 01:21:51,27.60,74.00
2025-07-24 01:21:53,27.60,74.00
2025-07-24 01:21:55,27.60,74.00
2025-07-24 01:21:57,27.60,74.00
2025-07-24 01:21:59,27.60,74.00
2025-07-24 01:22:01,27.60,74.00
2025-07-24 01:22:03,27.60,74.00
2025-07-24 01:22:05,27.60,74.00
2025-07-24 01:22:07,27.60,74.00
2025-07-24 01:22:09,27.60,74.00
2025-07-24 01:22:11,27.60,74.00
2025-07-24 01:22:13,27.60,74.00
2025-07-24 01:22:15,27.60,74.00
2025-07-24 01:22:17,27.60,74.00
2025-07-24 01:22:19,27.60,74.00
2025-07-24 01:22:21,27.60,74.00
2025-07-24 01:22:23,27.60,74.00
2025-07-24 01:22:25,27.60,74.00
2025-07-24 01:22:27,27.60,74.00
2025-07-24 01:22:29,27.60,74.00
2025-07-24 01:22:31,27.60,74.00
2025-07-24 01:22:33,27.60,74.00
2025-07-24 01:22:36,27.60,74.00
2025-07-24 01:22:37,27.60,74.00
2025-07-24 01:22:39,27.60,73.00
2025-07-24 01:22:41,27.60,73.00
2025-07-24 01:22:52,27.60,74.00
2025-07-24 01:22:54,27.60,73.00
2025-07-24 01:22:56,27.60,73.00
2025-07-24 01:22:58,27.60,73.00
2025-07-24 01:23:00,27.60,73.00
2025-07-24 01:23:02,27.60,73.00
2025-07-24 01:23:04,27.60,73.00
2025-07-24 01:23:06,27.60,73.00
2025-07-24 01:23:08,27.60,73.00
2025-07-24 01:23:10,27.60,73.00
2025-07-24 01:25:37,27.60,73.00
2025-07-24 01:25:39,27.60,73.00
2025-07-24 01:25:41,27.60,73.00
2025-07-24 01:25:43,27.60,73.00
2025-07-24 01:25:45,27.60,73.00
2025-07-24 01:25:47,27.60,81.00
2025-07-24 01:25:49,27.60,81.00
2025-07-24 01:36:48,27.6,73.0
2025-07-24 01:36:50,27.6,73.0
2025-07-24 01:36:52,27.6,73.0
2025-07-24 01:38:00,27.60,73.00
2025-07-24 01:38:02,27.60,73.00
2025-07-24 01:38:04,27.60,73.00
2025-07-24 01:38:18,27.60,73.00
2025-07-24 01:38:20,27.60,73.00
2025-07-24 01:38:22,27.60,73.00
2025-07-24 01:38:24,27.60,73.00
2025-07-24 01:38:26,27.60,73.00
2025-07-24 01:44:23,27.60,73.00
2025-07-24 01:44:25,27.60,73.00
2025-07-24 01:47:07,27.60,73.00
2025-07-24 01:47:09,27.60,73.00
2025-07-24 01:47:11,27.60,73.00
2025-07-24 01:47:13,27.60,73.00
2025-07-24 01:47:15,27.60,73.00
2025-07-24 01:47:17,27.60,73.00
2025-07-24 01:47:19,27.60,73.00
2025-07-24 01:47:21,27.60,73.00
2025-07-24 01:47:23,27.60,88.00
2025-07-24 01:47:25,27.60,84.00
2025-07-24 01:47:27,27.60,81.00
2025-07-24 01:47:30,28.00,87.00
2025-07-24 01:47:32,28.00,90.00
2025-07-24 01:47:34,28.00,89.00
2025-07-24 01:47:36,28.00,88.00
2025-07-24 01:47:38,28.00,91.00
2025-07-24 01:47:40,28.00,91.00
2025-07-24 01:47:42,28.00,90.00
2025-07-24 01:47:44,28.00,89.00
2025-07-24 01:47:46,28.00,91.00
2025-07-24 01:47:48,28.00,91.00
2025-07-24 01:47:50,28.00,90.00
2025-07-24 01:47:52,28.00,89.00
2025-07-24 01:47:54,28.00,88.00
2025-07-24 01:47:56,28.00,88.00
2025-07-24 01:47:58,28.00,87.00
2025-07-24 01:54:56,27.60,73.00
2025-07-24 01:54:58,27.60,73.00
2025-07-24 01:55:00,27.60,73.00
2025-07-24 01:55:02,27.60,73.00
2025-07-24 01:55:04,27.60,73.00
2025-07-24 01:55:06,27.60,73.00
2025-07-24 01:55:08,27.60,73.00
2025-07-24 01:55:10,27.60,73.00
